File_NAme,Pisces_No.,Source_ID,Collector,Date,Month,Mo,Day,Year,Transect,Stream_Forest,Park,Location,Genus,Species,New_Genus,New_Species,New_Fam,Sample_Type,Qty_ABI_Stock,Qty_ABI_Dilution,ZoospLoad_Dilution,Qty_ABI_StockR,Qty_ABI_DilutionR,ZoospLoad_DilutionR,Pisces_Result,Zoospore_Load_max,Zoospore_Load_avg,Disease_status,Pisces_posoneg,Level,ID,R,Sex,SVL,Mass,Act,Ht_cm,Dist_cm,Substrate,Meter,Bank,Time,comments2
AL011810-1.sds,51564,Swab___855,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,cerasinus,Pristimantis,cerasinus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,120,20,LT,85,R,2000,NA
AL011810-1.sds,51573,Swab___864,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,cerasinus,Pristimantis,cerasinus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,130,200,LT,78,R,2031,NA
AL011810-1.sds,51582,Swab___873,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,cerasinus,Pristimantis,cerasinus,Strabomantidae,Swab,0.000288003,0,0,0,NA,NA,-,0.000288003,0.000096001,NA,0,0-1,NA,NA,NA,NA,NA,NA,75,100,LT,170,L,2124,NA
AL011410-3.sds,51410,Swab___701,K._Lips,Dec-4-2004,December,12,4,2004,Yes,Stream,Yes,Guabal,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0.24515407,0.15085904,15.085904,NA,NA,NA,+++,15.085904,7.665529035,NA,1,10-100,NA,NA,Juv,NA,NA,NA,140,20,LT,88,R,2030,NA
AL011410-3.sds,51419,Swab___710,K._Lips,Dec-4-2004,December,12,4,2004,Yes,Stream,Yes,Guabal,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,20.627623,9.038286,903.8286,NA,NA,NA,+++,903.8286,462.2281115,NA,1,100-1000,NA,NA,NA,NA,NA,NA,45,15,LT,99,L,2036,NA
AL011510-2.sds,51474,Swab___765,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,200,0,LT,NA,NA,1949,NA
AL011510-2.sds,51476,Swab___767,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,50,0,LT,NA,NA,1954,NA
AL011510-2.sds,51480,Swab___771,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,50,50,LT,NA,NA,2055,NA
AL011810-1.sds,51559,Swab___850,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,180,200,LT,22,L,1939,NA
AL011810-1.sds,51588,Swab___879,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,60,0,LT,243,L,2205,NA
AL011810-1.sds,51589,Swab___880,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,8.336474,4.3679123,436.79123,NA,NA,NA,++,436.79123,222.563852,NA,1,100-1000,NA,NA,NA,NA,NA,NA,80,200,LT,246,L,2207,NA
AL011810-1.sds,51591,Swab___882,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0.3422556,0.10257933,10.257933,NA,NA,NA,++,10.257933,5.3000943,NA,1,10-100,NA,NA,NA,NA,NA,NA,75,150,LT,258,L,2216,NA
AL011810-3.sds,51654,Swab___945,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0.039823014,2.1416736,214.16736,NA,NA,NA,+++,214.16736,107.1035915,NA,1,100-1000,NA,NA,NA,NA,NA,NA,15,15,LT,NA,NA,1955,NA
AL011810-3.sds,51656,Swab___947,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0.010334554,0.005064979,0.5064979,NA,NA,NA,+,0.5064979,0.258416227,NA,1,0-1,NA,NA,NA,NA,NA,NA,20,20,LT,NA,NA,2000,NA
AL011810-3.sds,51672,Swab___963,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,50,250,LT,NA,NA,2103,NA
AL011810-3.sds,51678,Swab___969,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,75,200,NA,NA,NA,2135,NA
AL011910-1.sds,51690,Swab___981,K._Lips,Dec-9-2004,December,12,9,2004,No,Pond,Yes,Verrugosa_Pond,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL011910-1.sds,51692,Swab___983,K._Lips,Dec-9-2004,December,12,9,2004,No,Pond,Yes,Verrugosa_Pond,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,29.60132,6.8641434,686.41434,NA,NA,NA,++,686.41434,358.00783,NA,1,100-1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL011910-1.sds,51698,Swab___989,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Silenciosa,Eleutherodactylus,cruentus,Pristimantis,cruentus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,120,0,LT,50,R,NA,NA
AL011510-2.sds,51469,Swab___760,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Eleutherodactylus,gaigei,Pristimantis,gaigei,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,20,B,NA,NA,1907,NA
AL011510-2.sds,51471,Swab___762,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Eleutherodactylus,gaigei,Pristimantis,gaigei,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,200,SB,NA,NA,1922,NA
AL011510-2.sds,51478,Swab___769,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Eleutherodactylus,gaigei,Pristimantis,gaigei,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,100,SB,NA,NA,2037,NA
AL011510-2.sds,51479,Swab___770,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Eleutherodactylus,gaigei,Pristimantis,gaigei,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,25,50,LT,NA,NA,2049,NA
AL011810-3.sds,51657,Swab___948,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Eleutherodactylus,museosus,Pristimantis,museosus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,50,20,LT,NA,NA,2004,NA
AL011810-3.sds,51665,Swab___956,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Eleutherodactylus,museosus,Pristimantis,museosus,Strabomantidae,Swab,0.00010361,0,0,0,NA,NA,-,0.00010361,3.45E-05,NA,0,0-1,NA,NA,NA,NA,NA,NA,20,105,NA,NA,NA,2034,NA
AL011910-1.sds,51689,Swab___980,K._Lips,Dec-9-2004,December,12,9,2004,No,Pond,Yes,Verrugosa_Pond,Eleutherodactylus,museosus,Pristimantis,museosus,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL011910-1.sds,51709,Swab___1000,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Silenciosa,Eleutherodactylus,museosus,Pristimantis,museosus,Strabomantidae,Swab,62.14284,31.51588,3151.588,NA,NA,NA,+++,3151.588,1606.86542,NA,1,1000-10000,NA,NA,NA,NA,NA,NA,20,200,LT,188,R,NA,NA
AL122209-1.sds,52851,Swab___1003,K._Lips,Dec-11-2004,December,12,11,2004,Yes,Stream,Yes,Loop_Stream,Eleutherodactylus,museosus,Pristimantis,museosus,Strabomantidae,Swab,818.88025,203.00793,20300.793,NA,NA,NA,+++,20300.793,10559.83663,NA,1,>10000,NA,NA,F,NA,NA,NA,2,2,SB,35,L,1040,NA
AL011810-1.sds,51567,Swab___858,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Eleutherodactylus,pardalis,Pristimantis,pardalis,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,100,400,LT,63,R,2015,NA
AL011510-2.sds,51489,Swab___780,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Car_Wash,Eleutherodactylus,ridens,Pristimantis,ridens,Strabomantidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,25,100,LT,NA,NA,2236,NA
AL011510-2.sds,51497,Swab___788,K._Lips,Dec-6-2004,December,12,6,2004,No,Stream,No,Car_Wash,Bufo,haematiticus,Bufo,haematiticus,Bufonidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,Juv,NA,NA,NA,0,200,SB,NA,NA,1003,NA
AL011510-2.sds,51472,Swab___763,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Cochranella,albomaculata,Sachatamia,albomaculata,Centrolenidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,40,110,LT,NA,NA,1935,NA
AL011510-2.sds,51473,Swab___764,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Cochranella,albomaculata,Sachatamia,albomaculata,Centrolenidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,40,150,LT,NA,NA,1941,NA
AL011510-3.sds,51521,Swab___812,K._Lips,Dec-6-2004,December,12,6,2004,No,Stream,No,Bridge_Down,Cochranella,albomaculata,Sachatamia,albomaculata,Centrolenidae,Swab,0.09245699,0.28390047,28.390047,NA,NA,NA,++,28.390047,14.241252,NA,1,10-100,NA,NA,M,NA,NA,calling,150,0,LT,NA,NA,NA,NA
AL011510-3.sds,51525,Swab___816,K._Lips,Dec-6-2004,December,12,6,2004,No,Stream,No,Bridge_Up,Cochranella,albomaculata,Sachatamia,albomaculata,Centrolenidae,Swab,0.034452952,0.07475325,7.475325,NA,NA,NA,++,7.475325,3.754888976,NA,1,10-Jan,NA,NA,M,NA,NA,NA,120,60,Branch,NA,NA,NA,NA
AL011510-3.sds,51526,Swab___817,K._Lips,Dec-6-2004,December,12,6,2004,No,Stream,No,Bridge_Up,Cochranella,albomaculata,Sachatamia,albomaculata,Centrolenidae,Swab,0.37059724,0.17308652,17.308652,NA,NA,NA,++,17.308652,8.83962462,NA,1,10-100,NA,NA,M,NA,NA,NA,120,2,Branch,NA,NA,NA,NA
AL011410-3.sds,51412,Swab___703,K._Lips,Dec-4-2004,December,12,4,2004,Yes,Stream,Yes,Guabal,Centrolenella,ilex,Sachatamia,ilex,Centrolenidae,Swab,212.18608,52.233818,5223.3818,NA,NA,NA,+++,5223.3818,2717.78394,NA,1,1000-10000,NA,NA,NA,NA,NA,NA,50,50,LT,25,L,1949,NA
AL011810-2.sds,51601,Swab___892,K._Lips,Dec-8-2004,December,12,8,2004,Yes,Stream,Yes,Cascada,Centrolenella,ilex,Sachatamia,ilex,Centrolenidae,Swab,385.08807,114.0644,11406.44,NA,NA,NA,+++,11406.44,5895.764035,Dying,1,>10000,NA,NA,NA,NA,NA,NA,0,60,Ground,136,L,1126,Dying
AL011810-2.sds,51602,Swab___893,K._Lips,Dec-8-2004,December,12,8,2004,Yes,Stream,Yes,Cascada,Centrolenella,ilex,Sachatamia,ilex,Centrolenidae,Swab,81.03635,28.262356,2826.2356,NA,NA,NA,+++,2826.2356,1453.635975,Dying,1,1000-10000,NA,NA,NA,NA,NA,NA,10,0,MB,159,L,1132,Dying
AL011910-1.sds,51697,Swab___988,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Silenciosa,Centrolenella,ilex,Sachatamia,ilex,Centrolenidae,Swab,3.0264409,0.923945,92.3945,NA,NA,NA,+++,92.3945,47.71047045,Dying,1,10-100,NA,NA,NA,NA,NA,NA,75,0,LT,16,L,NA,Dying
AL011910-1.sds,51707,Swab___998,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Silenciosa,Centrolenella,ilex,Sachatamia,ilex,Centrolenidae,Swab,0.18369275,0.13159509,13.159509,NA,NA,NA,++,13.159509,6.671600875,NA,1,10-100,NA,NA,NA,NA,NA,NA,200,110,LT,160,R,NA,NA
AL011410-3.sds,51408,Swab___699,K._Lips,Dec-1-2004,December,12,1,2004,Yes,Stream,Yes,Loop_Stream,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,3.6596525,0.96252596,96.252596,NA,NA,NA,+++,96.252596,49.95612425,NA,1,10-100,NA,NA,NA,NA,NA,NA,0,10,SB,143,L,1132,NA
AL011510-2.sds,51496,Swab___787,K._Lips,Dec-6-2004,December,12,6,2004,No,Stream,No,Car_Wash,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,150,SB,NA,NA,958,NA
AL011510-2.sds,51498,Swab___789,K._Lips,Dec-6-2004,December,12,6,2004,No,Stream,No,Car_Wash,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,75,SB,NA,NA,1009,NA
AL011510-2.sds,51502,Swab___793,K._Lips,Dec-6-2004,December,12,6,2004,No,Stream,No,Car_Wash,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,60,SB,NA,NA,1050,NA
AL011810-2.sds,51636,Swab___927,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SB,NA,NA,1134,NA
AL011910-1.sds,51696,Swab___987,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Loop_Stream,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136,NA
AL011910-1.sds,52858,Swab___1010,K._Lips,Dec-11-2004,December,12,11,2004,Yes,Stream,Yes,Cascada,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0.000357682,0,0,NA,NA,NA,+,0.000357682,0.000178841,NA,1,0-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL011910-3.sds,52918,Swab___1071,K._Lips,Dec-12-2004,December,12,12,2004,No,Stream,No,Sofia's,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,10,25,SB,NA,NA,1123,NA
AL011910-3.sds,52919,Swab___1072,K._Lips,Dec-12-2004,December,12,12,2004,No,Stream,No,Sofia's,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,50,SB,NA,NA,1126,NA
AL011910-3.sds,52935,Swab___1088,K._Lips,Dec-12-2004,December,12,12,2004,No,Stream,No,Sofia's,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,100,100,SB,NA,NA,1218,NA
AL011910-3.sds,52937,Swab___1090,K._Lips,Dec-12-2004,December,12,12,2004,No,Stream,No,Sofia's,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,120,150,SB,NA,NA,1224,NA
AL011910-3.sds,52938,Swab___1091,K._Lips,Dec-12-2004,December,12,12,2004,No,Stream,No,Sofia's,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,120,150,SB,NA,NA,1226,NA
AL011910-3.sds,52939,Swab___1092,K._Lips,Dec-12-2004,December,12,12,2004,No,Stream,No,Sofia's,Colostethus,flotator,Silverstonia,flotator,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,20,120,SB,NA,NA,1228,NA
AL011410-3.sds,51409,Swab___700,K._Lips,Dec-1-2004,December,12,1,2004,Yes,Stream,Yes,Loop_Stream,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,3.5869665,1.3814827,138.14827,NA,NA,NA,+++,138.14827,70.86761825,NA,1,100-1000,NA,NA,M,NA,NA,NA,10,0,MB,144,R,1133,NA
AL011510-1.sds,51431,Swab___722,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,SB,NA,NA,1012,NA
AL011510-1.sds,51433,Swab___724,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,LL,NA,NA,1018,NA
AL011510-1.sds,51435,Swab___726,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,LL,NA,NA,1026,NA
AL011510-1.sds,51436,Swab___727,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,B,NA,NA,1036,NA
AL011510-1.sds,51437,Swab___728,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,B,NA,NA,1041,NA
AL011510-1.sds,51441,Swab___732,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0.001251763,0.12517634,NA,0,0,-,0.12517634,0.041725447,NA,0,0-1,NA,NA,M,NA,NA,NA,0,0,LL,NA,NA,1105,NA
AL011510-1.sds,51445,Swab___736,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,M,NA,NA,NA,0,0,SB,NA,NA,1121,NA
AL011510-1.sds,51447,Swab___738,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,M,NA,NA,NA,0,0,SB,NA,NA,1127,NA
AL011510-1.sds,51448,Swab___739,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,SB,NA,NA,1130,NA
AL011510-1.sds,51450,Swab___741,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0.004515675,0.00166102,0.16610199,0.005946057,NA,NA,-,0.16610199,0.058854574,NA,0,0-1,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1139,NA
AL011510-1.sds,51454,Swab___745,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,M,NA,NA,NA,0,0,SB,NA,NA,1151,NA
AL011510-1.sds,51456,Swab___747,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0.000373767,0.03737665,NA,0,0,-,0.03737665,0.012458883,NA,0,0-1,NA,NA,M,NA,NA,NA,0,0,B,NA,NA,1206,NA
AL011510-1.sds,51460,Swab___751,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,SB,NA,NA,1221,NA
AL011510-1.sds,51461,Swab___752,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,SB,NA,NA,1224,NA
AL011510-1.sds,51462,Swab___753,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,SB,NA,NA,1227,NA
AL011510-1.sds,51463,Swab___754,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,0,0,SB,NA,NA,1229,NA
AL011810-2.sds,51634,Swab___925,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,NA,NA,SB,NA,NA,1125,NA
AL011810-2.sds,51638,Swab___929,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,NA,NA,SB,NA,NA,1142,NA
AL011810-3.sds,51639,Swab___930,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,M,NA,NA,NA,NA,NA,SB,NA,NA,1147,NA
AL011810-3.sds,51647,Swab___938,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,NA,NA,SB,NA,NA,1224,NA
AL011810-3.sds,51649,Swab___940,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,NA,NA,SB,NA,NA,1233,NA
AL011810-3.sds,51650,Swab___941,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,NA,NA,SB,NA,NA,1237,NA
AL011810-3.sds,51651,Swab___942,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,NA,NA,SB,NA,NA,1244,NA
AL011810-3.sds,51652,Swab___943,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,M,NA,NA,NA,NA,NA,SB,NA,NA,1248,NA
AL011810-3.sds,51653,Swab___944,K._Lips,Dec-9-2004,December,12,9,2004,No,Stream,No,Sofia's,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,F,NA,NA,NA,NA,NA,SB,NA,NA,1252,NA
AL122209-1.sds,52849,Swab___1001,K._Lips,Dec-11-2004,December,12,11,2004,Yes,Stream,Yes,Loop_Stream,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,M,NA,NA,NA,0,0,SB,165,L,1010,NA
AL122209-1.sds,52850,Swab___1002,K._Lips,Dec-11-2004,December,12,11,2004,Yes,Stream,Yes,Loop_Stream,Colostethus,nubicola,Silverstonia,nubicola,Dendrobatidae,Swab,0.5042554,0.79137594,79.137594,NA,NA,NA,+++,79.137594,39.8209247,NA,1,10-100,NA,NA,M,NA,NA,NA,10,15,SB,35,R,1030,NA
